metricId,category,unit,persona,surface,location,extracted,canonical,deltaAbs,deltaRel,toleranceAbs,toleranceRel,severity,triageCode,triage
lender-readiness-uncapped,rating,enum,oakwood,consultant.lenderReadinessResult.uncappedRating,lenderReadinessResult.uncappedRating,"""Strong""","""Strong""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-uncapped,rating,enum,oakwood,lender-packet.lenderReadiness.result.uncappedRating,lenderPacket.lenderReadiness.result.uncappedRating,"""Strong""","""Strong""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,oakwood,consultant.lenderReadinessResult.effectiveRating,lenderReadinessResult.effectiveRating,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,oakwood,lender-packet.lenderReadiness.status,lenderPacket.lenderReadiness.status,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,oakwood,narrative-bundle.lenderReadiness,narrativeBundle.lenderReadiness,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-cap,rating,text,oakwood,consultant.lenderReadinessResult.cap.taggedFraction,lenderReadinessResult.cap.taggedFraction,0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,oakwood,consultant.biggestStrength,consultant.biggestStrength,"""Strong Year 5 profit""","""Strong Year 5 profit""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,oakwood,narrative-bundle.biggestStrength,narrativeBundle.biggestStrength,"""Strong Year 5 profit""","""Strong Year 5 profit""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,oakwood,consultant.biggestRisk,consultant.biggestRisk,"""No major red flags detected, so continue refining assumptions as you gather real data.""","""No major red flags detected, so continue refining assumptions as you gather real data.""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,oakwood,narrative-bundle.biggestRisk,narrativeBundle.biggestRisk,"""No major red flags detected, so continue refining assumptions as you gather real data.""","""No major red flags detected, so continue refining assumptions as you gather real data.""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
assumption-registry,assumptions,text,oakwood,(catalog),(persona-independent),—,—,—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,Persona-independent catalog. Surfaced once in the report header; no per-persona row needed.
narrative-commentary-bundle,narrative,text,oakwood,lender-packet.lenderCommentary.bundle,lenderPacket.lenderCommentary.bundle (composite),—,"{""schoolName"":""Oakwood Learning Studio"",""state"":""AZ"",""schoolType"":""microschool"",""schoolStage"":""new school"",""lenderReadiness"":""Needs Work"",""lenderReadinessExplanation"":""Rating capped at Needs Work pending evidence tagging on 22 of 22 assumptions. Below 30% evidence tagging, lenders in Lending Lab Cycle 1 bounced 6 of 7 packets with a 'show your work' response before opening any underwriting conversation. The model has not demonstrated assumption rigor to a lender-credible threshold. This model demonstrates strong financial fundamentals: a clear path to profit, controlled costs, a sustainable revenue mix, and adequate debt coverage. Your projections are grounded and achievable."",""biggestStrength"":""Strong Year 5 profit"",""biggestRisk"":""No major red flags detected, so continue refining assumptions as you gather real data."",""enrollmentY1"":20,""enrollmentY5"":40,""retentionRatePct"":88,""maxCapacity"":45,""dscrY1Normalized"":3.11,""dscrY1Reported"":5.86,""dscrMinNormalized"":3.11,""dscrMinNormalizedYear"":1,""cashRunwayMonths"":3.099853717935006,""reserveMonthsLastYear"":18.9,""reserveLastYearNumber"":5,""troughEndingCash"":34397.21966560036,""troughYear"":1,""breakEvenYear"":1,""breakEvenStudentsY1"":17,""breakEvenUtilizationY1Pct"":37.77777777777778,""founderCompHasAdjustment"":true,""founderCompTotalDelta"":67894.855,""revenueQualityY1"":{""contractedPct"":85.93812776215348,""projectedPct"":2.5110486139011656,""donorDependentPct"":11.55082362394536,""policyDependentPct"":0},""topRisks"":[{""title"":""Let's extend your cash runway"",""severity"":""critical"",""summary"":""Based on your projected revenue and expenses, cash currently lasts 3.1 months. Aiming for 18+ months gives you room to absorb late tuition payments or delayed public funding without scrambling."",""mitigant"":""Build a cash buffer through startup fundraising, a line of credit, or by reducing early expenses. Target at least 18 months of runway before opening.""},{""title"":""Let's back the enrollment ramp with evidence"",""severity"":""critical"",""summary"":""Year 1 to Year 2 projects 30% enrollment growth. Adding documented demand (waitlists, signed letters, or a clear recruitment pipeline) makes this story land."",""mitigant"":""Back every enrollment target with documented demand — signed letters of intent, waitlist depth, community survey results, or recruitment pipeline data. Growth over 25% per year typically requires an exceptional recruitment engine or facility expansion.""},{""title"":""Let's tie new hires to enrollment milestones"",""severity"":""critical"",""summary"":""In Year 2, staffing cost growth runs more than 10 points ahead of enrollment growth. Sequencing hires to match enrollment keeps the model resilient."",""mitigant"":""Align staffing additions to enrollment milestones. Hire when students are enrolled, not when you hope they will be. Use part-time or contract roles to bridge gaps.""}],""worstStress"":{""name"":""Enrollment -20%"",""minDscr"":-0.06,""minEndingCash"":5199.713021676929},""negativeY5StressScenarios"":[],""highPriorityActions"":[]}",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,"Composite bundle — every scalar inside (dscrMinNormalized, troughEndingCash, breakEvenStudentsY1, retentionRatePct, …) is already diffed individually by its own metric row. The bundle itself is intentionally not scalar-compared."
revenue-total-year,revenue,usd,riverside,consultant.normalizedView.reported.revenue,normalizedView.reported.revenue[y],"[3951750, 5049500, 6277211, 7513054, 8825993]","[3951750, 5049500, 6277211, 7513054, 8825993]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
revenue-per-line-y1-value,revenue,usd,riverside,lender-packet.appendixAssumptions.revenueRows,(no dotted accessor — string-formatted in linkedAssumptions),—,"{""gross_tuition"":662500,""r2"":150000,""voucher_revenue"":1600000,""r3"":75000,""r4"":50000,""r5"":100000,""scholarships_aid"":-271500}",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,"Mapping-hole: per-row USD map is computed and formatted inside packet builder, not exposed on typed shape. M5 should add a per-row accessor; covered today by build-packet-data tests."
revenue-quality-by-bucket,revenue,pct,riverside,consultant.revenueQuality[y].pctByBucket,revenueQuality[y].pctByBucket.{contracted|projected|donor_dependent|policy_dependent},1.00,1.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
revenue-composition,revenue,pct,riverside,consultant.revenueComposition[y],revenueComposition[0].{tuitionPct|publicPct|philanthropyPct},0.60,0.60,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
revenue-hard-coverage-y1,revenue,ratio,riverside,consultant.revenueQuality[0].hardRevenueCoverage,revenueQuality[0].hardRevenueCoverage,0.277,0.277,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,riverside,consultant.cashRunwayMonths,consultant.cashRunwayMonths,17.54,17.54,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,riverside,narrative-bundle.cashRunwayMonths,narrativeBundle.cashRunwayMonths,17.54,17.54,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-runway-months,cash,months,riverside,lender-packet.lenderCommentary.bundle.cashRunwayMonths,lenderPacket.lenderCommentary.bundle.cashRunwayMonths,17.54,17.54,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
cash-trough-ending-cash,cash,usd,riverside,narrative-bundle.troughEndingCash,narrativeBundle.troughEndingCash,2296259,2296259,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cash-trough-ending-cash,cash,usd,riverside,lender-packet.lenderCommentary.bundle.troughEndingCash,lenderPacket.lenderCommentary.bundle.troughEndingCash,2296259,2296259,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cash-monthly-low,cash,usd,riverside,lender-packet.sections.cash_flow,(scalar not exposed on typed packet — formatted into tables),—,"{""monthIndex"":0,""monthLabel"":""Jan"",""amount"":515494.8229043431,""isNegative"":false,""yearIndex"":0}",—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Mapping-hole: monthly cash scalar is rendered into PacketSection tables only. Existing cash-runway-pdf-parity test covers the PDF surface end-to-end.
reserve-months-last-year,cash,months,riverside,consultant.cumulativeFinancials[last].reserveMonths,cumulativeFinancials[length-1].reserveMonths,82.00,82.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
reserve-months-last-year,cash,months,riverside,narrative-bundle.reserveMonthsLastYear,narrativeBundle.reserveMonthsLastYear,82.00,82.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
dscr-year-series-normalized,debt,ratio,riverside,consultant.normalizedView.normalized.dscr,normalizedView.normalized.dscr[y],"[21.010, 28.710, 36.540, 45.210, 54.440]","[21.010, 28.710, 36.540, 45.210, 54.440]",0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
dscr-year-series-reported,debt,ratio,riverside,consultant.normalizedView.reported.dscr,normalizedView.reported.dscr[y],"[22.020, 29.740, 38.230, 46.960, 56.250]","[22.020, 29.740, 38.230, 46.960, 56.250]",0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
dscr-min-normalized,debt,ratio,riverside,narrative-bundle.dscrMinNormalized,narrativeBundle.dscrMinNormalized,21.010,21.010,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance
annual-debt-service,debt,usd,riverside,consultant.normalizedView.reported.loanDebtService,normalizedView.reported.loanDebtService[y],"[109328, 109328, 109328, 109328, 109328]","[109328, 109328, 109328, 109328, 109328]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
revenue-per-student,per_student,usd,riverside,consultant.keyMetrics[name~='Revenue per Student'],keyMetrics filter,"""$19,759""",19759,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
cost-per-student,per_student,usd,riverside,consultant.keyMetrics[name~='Cost per Student'],keyMetrics filter,"""$8,877""",8877,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
capacity-utilization-y1,capacity_breakeven,pct,riverside,consultant.keyMetrics[name~='Capacity Utilization'],keyMetrics filter,"""100.0%""",100.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance
break-even-year,capacity_breakeven,year,riverside,narrative-bundle.breakEvenYear,narrativeBundle.breakEvenYear,1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance
break-even-students-y1,capacity_breakeven,count,riverside,consultant.lenderStressTests.base.breakEvenStudents[0],lenderStressTests.base.breakEvenStudents[0],78,78,0,0.0000%,0,—,pass,in-tolerance,in tolerance
break-even-students-y1,capacity_breakeven,count,riverside,narrative-bundle.breakEvenStudentsY1,narrativeBundle.breakEvenStudentsY1,78,78,0,0.0000%,0,—,pass,in-tolerance,in tolerance
stress-base-net-income,stress,usd,riverside,consultant.lenderStressTests.base.netIncome,lenderStressTests.base.netIncome[y],"[2297688, 3142395, 4070770, 5024412, 6040104]","[2297688, 3142395, 4070770, 5024412, 6040104]",0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
stress-scenario-dscr,stress,ratio,riverside,consultant.lenderStressTests.scenarios[*].dscr,"(array of {name, dscr[y]})",—,—,—,—,0.01,—,skipped-structural,acceptable-variance-annotated-in-registry,Composite array — canonical/source identity is `lenderStressTests.scenarios[*]`. Per-scenario diff covered by lender-stress-section-snapshot test. No drift expected (same array reference).
stress-scenario-ending-cash,stress,usd,riverside,consultant.lenderStressTests.scenarios[*].endingCash,"(array of {name, endingCash[y]})",—,—,—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Composite array — same as stress-scenario-dscr. Covered by lender-stress-section-snapshot.
stress-scenario-net-income,stress,usd,riverside,consultant.lenderStressTests.scenarios[*].netIncome,"(array of {name, netIncome[y]})",—,—,—,—,1,0.001,skipped-structural,acceptable-variance-annotated-in-registry,Composite array — same as stress-scenario-dscr. Covered by lender-stress-section-snapshot.
stress-worst-scenario,stress,text,riverside,narrative-bundle.worstStress.name,narrativeBundle.worstStress.name,"""Enrollment -20%""","""Enrollment -20%""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
stress-negative-y5-scenarios,stress,count,riverside,narrative-bundle.negativeY5StressScenarios.length,narrativeBundle.negativeY5StressScenarios.length,0,0,0,0.0000%,0,—,pass,in-tolerance,in tolerance
founder-comp-adjustment,founder_comp,usd,riverside,consultant.normalizedView.founderComp.totalDelta,normalizedView.founderComp.totalDelta,796870,796870,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
founder-comp-adjustment,founder_comp,usd,riverside,narrative-bundle.founderCompTotalDelta,narrativeBundle.founderCompTotalDelta,796870,796870,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance
lender-readiness-uncapped,rating,enum,riverside,consultant.lenderReadinessResult.uncappedRating,lenderReadinessResult.uncappedRating,"""Strong""","""Strong""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-uncapped,rating,enum,riverside,lender-packet.lenderReadiness.result.uncappedRating,lenderPacket.lenderReadiness.result.uncappedRating,"""Strong""","""Strong""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,riverside,consultant.lenderReadinessResult.effectiveRating,lenderReadinessResult.effectiveRating,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,riverside,lender-packet.lenderReadiness.status,lenderPacket.lenderReadiness.status,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-effective,rating,enum,riverside,narrative-bundle.lenderReadiness,narrativeBundle.lenderReadiness,"""Needs Work""","""Needs Work""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
lender-readiness-cap,rating,text,riverside,consultant.lenderReadinessResult.cap.taggedFraction,lenderReadinessResult.cap.taggedFraction,0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,riverside,consultant.biggestStrength,consultant.biggestStrength,"""Strong Year 5 net income""","""Strong Year 5 net income""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-strength,rating,text,riverside,narrative-bundle.biggestStrength,narrativeBundle.biggestStrength,"""Strong Year 5 net income""","""Strong Year 5 net income""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,riverside,consultant.biggestRisk,consultant.biggestRisk,"""No major red flags detected, so continue refining assumptions as you gather real data.""","""No major red flags detected, so continue refining assumptions as you gather real data.""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
biggest-risk,rating,text,riverside,narrative-bundle.biggestRisk,narrativeBundle.biggestRisk,"""No major red flags detected, so continue refining assumptions as you gather real data.""","""No major red flags detected, so continue refining assumptions as you gather real data.""",0,0.0000%,0,—,skipped-structural,exact-text-match,exact-match string (text/enum)
assumption-registry,assumptions,text,riverside,(catalog),(persona-independent),—,—,—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,Persona-independent catalog. Surfaced once in the report header; no per-persona row needed.
narrative-commentary-bundle,narrative,text,riverside,lender-packet.lenderCommentary.bundle,lenderPacket.lenderCommentary.bundle (composite),—,"{""schoolName"":""Riverside Christian Academy"",""state"":""FL"",""schoolType"":""private school"",""schoolStage"":""operating school"",""lenderReadiness"":""Needs Work"",""lenderReadinessExplanation"":""Rating capped at Needs Work pending evidence tagging on 22 of 22 assumptions. Below 30% evidence tagging, lenders in Lending Lab Cycle 1 bounced 6 of 7 packets with a 'show your work' response before opening any underwriting conversation. The model has not demonstrated assumption rigor to a lender-credible threshold. This model demonstrates strong financial fundamentals: a clear path to net income, controlled costs, a sustainable revenue mix, and adequate debt coverage. Your projections are grounded and achievable."",""biggestStrength"":""Strong Year 5 net income"",""biggestRisk"":""No major red flags detected, so continue refining assumptions as you gather real data."",""enrollmentY1"":200,""enrollmentY5"":400,""retentionRatePct"":92,""maxCapacity"":400,""dscrY1Normalized"":21.01,""dscrY1Reported"":22.02,""dscrMinNormalized"":21.01,""dscrMinNormalizedYear"":1,""cashRunwayMonths"":17.540002915931296,""reserveMonthsLastYear"":82,""reserveLastYearNumber"":5,""troughEndingCash"":2296259.303423545,""troughYear"":1,""breakEvenYear"":1,""breakEvenStudentsY1"":78,""breakEvenUtilizationY1Pct"":19.5,""founderCompHasAdjustment"":true,""founderCompTotalDelta"":796870.388,""revenueQualityY1"":{""contractedPct"":16.525781910397296,""projectedPct"":10.566356720202874,""donorDependentPct"":5.283178360101437,""policyDependentPct"":67.6246830092984},""topRisks"":[{""title"":""Let's extend your cash runway"",""severity"":""critical"",""summary"":""Based on your projected revenue and expenses, cash currently lasts 17.5 months. Aiming for 18+ months gives you room to absorb late tuition payments or delayed public funding without scrambling."",""mitigant"":""Build a cash buffer through startup fundraising, a line of credit, or by reducing early expenses. Target at least 18 months of runway before opening.""}],""worstStress"":{""name"":""Enrollment -20%"",""minDscr"":16.76,""minEndingCash"":1843517.8748521165},""negativeY5StressScenarios"":[],""highPriorityActions"":[{""title"":""Address Cash Reserve Deficit from Prior Year"",""description"":""Last year ended with $120,000 in cash, only 0.7 months of expenses. Building reserves to 3+ months should be a priority. Consider a bridge line of credit while growing into net income.""}]}",—,—,0,—,skipped-structural,acceptable-variance-annotated-in-registry,"Composite bundle — every scalar inside (dscrMinNormalized, troughEndingCash, breakEvenStudentsY1, retentionRatePct, …) is already diffed individually by its own metric row. The bundle itself is intentionally not scalar-compared."
lender-readiness-cap,rating,text,liberty,m2:lender-packet,lender-packet lenderReadiness.result.cap.taggedFraction (label=taggedFraction),0,0,0,0.0000%,0,—,skipped-structural,exact-text-match,exact-text-match (M2 leaf → registry metric)
cash-runway-months,cash,months,liberty,m2:lender-packet,lender-packet lenderStressTests.base.cashRunwayMonths (label=cashRunwayMonths),11.10,11.12,-0.02,0.2052%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,liberty,m2:lender-packet,lender-packet lenderStressTests.base.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.dscrY1Normalized (label=dscrY1Normalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.dscrMinNormalized (label=dscrMinNormalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.cashRunwayMonths (label=cashRunwayMonths),11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.reserveMonthsLastYear (label=reserveMonthsLastYear),77.70,77.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.troughEndingCash (label=troughEndingCash),2258592,2258592,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.breakEvenStudentsY1 (label=breakEvenStudentsY1),93,93,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.founderCompTotalDelta (label=founderCompTotalDelta),344883,344883,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.contractedPct (label=contractedPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.projectedPct (label=projectedPct),1.03,1.03,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.donorDependentPct (label=donorDependentPct),4.27,4.27,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:lender-packet,lender-packet lenderCommentary.bundle.revenueQualityY1.policyDependentPct (label=policyDependentPct),94.70,94.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,liberty,m2:board-packet,board-packet boardCommentary.bundle.dscrY1Normalized (label=dscrY1Normalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,liberty,m2:board-packet,board-packet boardCommentary.bundle.dscrMinNormalized (label=dscrMinNormalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,liberty,m2:board-packet,board-packet boardCommentary.bundle.cashRunwayMonths (label=cashRunwayMonths),11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,liberty,m2:board-packet,board-packet boardCommentary.bundle.reserveMonthsLastYear (label=reserveMonthsLastYear),77.70,77.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,liberty,m2:board-packet,board-packet boardCommentary.bundle.troughEndingCash (label=troughEndingCash),2258592,2258592,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,liberty,m2:board-packet,board-packet boardCommentary.bundle.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,liberty,m2:board-packet,board-packet boardCommentary.bundle.breakEvenStudentsY1 (label=breakEvenStudentsY1),93,93,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,liberty,m2:board-packet,board-packet boardCommentary.bundle.founderCompTotalDelta (label=founderCompTotalDelta),344883,344883,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.contractedPct (label=contractedPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.projectedPct (label=projectedPct),1.03,1.03,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.donorDependentPct (label=donorDependentPct),4.27,4.27,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet boardCommentary.bundle.revenueQualityY1.policyDependentPct (label=policyDependentPct),94.70,94.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,liberty,m2:board-packet,board-packet grantCommentary.bundle.dscrY1Normalized (label=dscrY1Normalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-min-normalized,debt,ratio,liberty,m2:board-packet,board-packet grantCommentary.bundle.dscrMinNormalized (label=dscrMinNormalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,liberty,m2:board-packet,board-packet grantCommentary.bundle.cashRunwayMonths (label=cashRunwayMonths),11.12,11.12,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
reserve-months-last-year,cash,months,liberty,m2:board-packet,board-packet grantCommentary.bundle.reserveMonthsLastYear (label=reserveMonthsLastYear),77.70,77.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-trough-ending-cash,cash,usd,liberty,m2:board-packet,board-packet grantCommentary.bundle.troughEndingCash (label=troughEndingCash),2258592,2258592,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,liberty,m2:board-packet,board-packet grantCommentary.bundle.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-students-y1,capacity_breakeven,count,liberty,m2:board-packet,board-packet grantCommentary.bundle.breakEvenStudentsY1 (label=breakEvenStudentsY1),93,93,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
founder-comp-adjustment,founder_comp,usd,liberty,m2:board-packet,board-packet grantCommentary.bundle.founderCompTotalDelta (label=founderCompTotalDelta),344883,344883,0,0.0000%,1,0.001,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.contractedPct (label=contractedPct),0.00,0.00,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.projectedPct (label=projectedPct),1.03,1.03,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.donorDependentPct (label=donorDependentPct),4.27,4.27,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
revenue-quality-by-bucket,revenue,pct,liberty,m2:board-packet,board-packet grantCommentary.bundle.revenueQualityY1.policyDependentPct (label=policyDependentPct),94.70,94.70,0.00,0.0000%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
cash-runway-months,cash,months,liberty,m2:board-packet,board-packet lenderStressTests.base.cashRunwayMonths (label=cashRunwayMonths),11.10,11.12,-0.02,0.2052%,0.1,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
break-even-year,capacity_breakeven,year,liberty,m2:board-packet,board-packet lenderStressTests.base.breakEvenYear (label=breakEvenYear),1,1,0,0.0000%,0,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
dscr-year-series-normalized,debt,ratio,liberty,m2:narrative-bundle,narrative-bundle dscrY1Normalized (label=dscrY1Normalized),30.650,30.650,0.000,0.0000%,0.01,—,pass,in-tolerance,in tolerance (M2 leaf → registry metric)
